time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-06 00:00:00+00:00,172,15,52,19
2026-01-07 00:00:00+00:00,373,341,148,18
2026-01-08 00:00:00+00:00,201,13,51,16
2026-01-09 00:00:00+00:00,2063,1386,103,27
2026-01-10 00:00:00+00:00,474,34,129,20
2026-01-11 00:00:00+00:00,26,11,187,14
2026-01-12 00:00:00+00:00,964,692,175,30
2026-01-13 00:00:00+00:00,218,188,108,19
2026-01-14 00:00:00+00:00,1728,1214,113,16
2026-01-15 00:00:00+00:00,380,187,30,14
2026-01-16 00:00:00+00:00,335,19,35,11
2026-01-17 00:00:00+00:00,674,365,64,12
2026-01-18 00:00:00+00:00,196,176,54,20
2026-01-19 00:00:00+00:00,301,22,159,16
