time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-02 00:00:00+00:00,168,19,375,23
2024-01-03 00:00:00+00:00,178,160,112,32
2024-01-04 00:00:00+00:00,514,333,270,34
2024-01-05 00:00:00+00:00,657,337,112,23
2024-01-06 00:00:00+00:00,167,20,105,18
2024-01-07 00:00:00+00:00,27,23,286,21
2024-01-08 00:00:00+00:00,337,176,277,21
2024-01-09 00:00:00+00:00,739,320,225,30
2024-01-10 00:00:00+00:00,15,11,80,21
2024-01-11 00:00:00+00:00,159,12,241,23
2024-01-12 00:00:00+00:00,184,180,86,16
2024-01-13 00:00:00+00:00,190,180,38,17
2024-01-14 00:00:00+00:00,506,316,230,20
2024-01-15 00:00:00+00:00,21,17,31,9
