time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-13 00:00:00+00:00,218,188,108,19
2026-01-14 00:00:00+00:00,1728,1214,113,16
2026-01-15 00:00:00+00:00,380,187,30,14
2026-01-16 00:00:00+00:00,335,19,35,11
2026-01-17 00:00:00+00:00,674,365,64,12
2026-01-18 00:00:00+00:00,196,176,54,20
2026-01-19 00:00:00+00:00,301,22,159,16
2026-01-20 00:00:00+00:00,892,697,32,18
2026-01-21 00:00:00+00:00,16,12,50,18
2026-01-22 00:00:00+00:00,393,16,34,18
2026-01-23 00:00:00+00:00,1351,26,70,19
2026-01-24 00:00:00+00:00,326,6,31,18
2026-01-25 00:00:00+00:00,1004,186,59,22
2026-01-26 00:00:00+00:00,2096,535,105,26
