time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-03 00:00:00+00:00,1794,833,179,17
2024-02-04 00:00:00+00:00,776,463,144,31
2024-02-05 00:00:00+00:00,1182,327,233,24
2024-02-06 00:00:00+00:00,1102,763,89,15
2024-02-07 00:00:00+00:00,344,187,144,16
2024-02-08 00:00:00+00:00,460,19,231,18
2024-02-09 00:00:00+00:00,167,20,121,19
2024-02-10 00:00:00+00:00,2196,1009,127,17
2024-02-11 00:00:00+00:00,1124,823,341,19
2024-02-12 00:00:00+00:00,539,483,123,13
2024-02-13 00:00:00+00:00,1633,1176,127,19
2024-02-14 00:00:00+00:00,184,184,60,12
2024-02-15 00:00:00+00:00,188,170,171,16
2024-02-16 00:00:00+00:00,16,15,50,21
