time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-26 00:00:00+00:00,135,131,48,12
2022-09-27 00:00:00+00:00,528,253,74,11
2022-09-28 00:00:00+00:00,132,128,24,14
2022-09-29 00:00:00+00:00,270,237,118,16
2022-09-30 00:00:00+00:00,103,10,65,13
2022-10-01 00:00:00+00:00,284,12,101,21
2022-10-02 00:00:00+00:00,450,241,262,12
2022-10-03 00:00:00+00:00,331,141,89,15
2022-10-04 00:00:00+00:00,1114,562,116,21
2022-10-05 00:00:00+00:00,2332,988,242,11
2022-10-06 00:00:00+00:00,138,133,90,18
2022-10-07 00:00:00+00:00,245,11,156,16
2022-10-08 00:00:00+00:00,129,10,106,12
2022-10-09 00:00:00+00:00,8,7,21,7
