url_path,views_total,views_unique
/saltyorg/Saltbox,301,169
/saltyorg/Saltbox/commits/role-refactor,41,3
/saltyorg/Saltbox/tree/master/roles,38,17
/saltyorg/Saltbox/issues,33,13
/saltyorg/Saltbox/tree/role-refactor,22,3
/saltyorg/Saltbox/commits/master,15,9
/saltyorg/Saltbox/actions,12,3
/saltyorg/Saltbox/pulls,9,8
/saltyorg/Saltbox/tree/ef96869d5a8472cb4d6de1343b8d05b0063e6aa1/.github/workflows,6,6
/saltyorg/Saltbox/compare/f7dbd103278f7554a1e674d01eeea16c54f8c773...edb800eb1f43bcc0830c483a6e746663d9d12ebb,5,5
