time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-02 00:00:00+00:00,23,19,135,18
2023-11-03 00:00:00+00:00,193,177,165,23
2023-11-04 00:00:00+00:00,21,21,241,22
2023-11-05 00:00:00+00:00,93,17,196,27
2023-11-06 00:00:00+00:00,526,478,603,24
2023-11-07 00:00:00+00:00,854,771,418,24
2023-11-08 00:00:00+00:00,172,18,66,24
2023-11-09 00:00:00+00:00,10,10,168,31
2023-11-10 00:00:00+00:00,16,16,90,17
2023-11-11 00:00:00+00:00,13,12,175,23
2023-11-12 00:00:00+00:00,85,11,178,18
2023-11-13 00:00:00+00:00,21,18,85,12
2023-11-14 00:00:00+00:00,15,14,357,25
2023-11-15 00:00:00+00:00,13,12,138,17
