time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-23 00:00:00+00:00,1081,751,108,24
2024-01-24 00:00:00+00:00,264,178,305,18
2024-01-25 00:00:00+00:00,383,16,141,21
2024-01-26 00:00:00+00:00,167,19,96,19
2024-01-27 00:00:00+00:00,190,186,180,20
2024-01-28 00:00:00+00:00,25,22,88,16
2024-01-29 00:00:00+00:00,14,14,37,17
2024-01-30 00:00:00+00:00,1989,1122,137,16
2024-01-31 00:00:00+00:00,353,327,90,16
2024-02-01 00:00:00+00:00,18,17,280,15
2024-02-02 00:00:00+00:00,15,14,144,13
2024-02-03 00:00:00+00:00,1794,833,179,17
2024-02-04 00:00:00+00:00,776,463,144,31
2024-02-05 00:00:00+00:00,1182,327,102,23
