time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-21 00:00:00+00:00,21,11,42,22
2025-10-22 00:00:00+00:00,474,24,50,14
2025-10-23 00:00:00+00:00,2195,1343,138,19
2025-10-24 00:00:00+00:00,3880,2334,104,11
2025-10-25 00:00:00+00:00,1170,701,141,26
2025-10-26 00:00:00+00:00,108,23,42,19
2025-10-27 00:00:00+00:00,178,24,90,26
2025-10-28 00:00:00+00:00,5856,3873,46,12
2025-10-29 00:00:00+00:00,464,26,63,18
2025-10-30 00:00:00+00:00,403,375,58,22
2025-10-31 00:00:00+00:00,166,14,38,19
2025-11-01 00:00:00+00:00,29,18,54,16
2025-11-02 00:00:00+00:00,204,191,17,15
2025-11-03 00:00:00+00:00,1780,1455,34,15
