time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-03 00:00:00+00:00,,,24,11
2022-09-04 00:00:00+00:00,2.0,2.0,27,13
2022-09-05 00:00:00+00:00,,,34,17
2022-09-06 00:00:00+00:00,1.0,1.0,62,18
2022-09-07 00:00:00+00:00,2.0,2.0,49,20
2022-09-08 00:00:00+00:00,241.0,4.0,122,24
2022-09-09 00:00:00+00:00,1.0,1.0,17,11
2022-09-10 00:00:00+00:00,1.0,1.0,33,14
2022-09-11 00:00:00+00:00,946.0,9.0,178,22
2022-09-12 00:00:00+00:00,1.0,1.0,49,17
2022-09-13 00:00:00+00:00,1.0,1.0,71,19
2022-09-14 00:00:00+00:00,,,69,17
2022-09-15 00:00:00+00:00,1.0,1.0,48,11
2022-09-16 00:00:00+00:00,2.0,2.0,42,10
