time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-21 00:00:00+00:00,8,8,22,2
2024-04-22 00:00:00+00:00,3990,1545,30,7
2024-04-23 00:00:00+00:00,6086,2014,140,7
2024-04-24 00:00:00+00:00,258,80,78,8
2024-04-25 00:00:00+00:00,153,152,81,9
2024-04-26 00:00:00+00:00,18,18,116,8
2024-04-27 00:00:00+00:00,213,201,15,4
2024-04-28 00:00:00+00:00,793,400,113,8
2024-04-29 00:00:00+00:00,408,386,16,7
2024-04-30 00:00:00+00:00,825,594,21,6
2024-05-01 00:00:00+00:00,782,398,70,3
2024-05-02 00:00:00+00:00,699,632,66,8
2024-05-03 00:00:00+00:00,1541,870,103,9
2024-05-04 00:00:00+00:00,945,510,9,1
