time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-05 00:00:00+00:00,2040,748,22,7
2022-11-06 00:00:00+00:00,3813,1274,88,8
2022-11-07 00:00:00+00:00,5713,2076,311,11
2022-11-08 00:00:00+00:00,1524,707,64,9
2022-11-09 00:00:00+00:00,369,214,19,7
2022-11-10 00:00:00+00:00,3024,1297,80,6
2022-11-11 00:00:00+00:00,740,303,27,5
2022-11-12 00:00:00+00:00,3302,1308,51,9
2022-11-13 00:00:00+00:00,1778,710,16,6
2022-11-14 00:00:00+00:00,3313,1320,335,9
2022-11-15 00:00:00+00:00,2968,1650,152,10
2022-11-16 00:00:00+00:00,1691,870,81,8
2022-11-17 00:00:00+00:00,376,218,101,6
2022-11-18 00:00:00+00:00,669,358,17,6
