time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-19 00:00:00+00:00,396,156,2,1
2026-06-20 00:00:00+00:00,369,76,12,4
2026-06-21 00:00:00+00:00,291,3,8,1
2026-06-22 00:00:00+00:00,328,8,18,2
2026-06-23 00:00:00+00:00,456,72,0,0
2026-06-24 00:00:00+00:00,806,207,9,5
2026-06-25 00:00:00+00:00,1137,177,15,4
2026-06-26 00:00:00+00:00,772,4,7,3
2026-06-27 00:00:00+00:00,975,202,5,3
2026-06-28 00:00:00+00:00,532,18,6,2
2026-06-29 00:00:00+00:00,497,262,5,3
2026-06-30 00:00:00+00:00,905,324,1,1
2026-07-01 00:00:00+00:00,8,6,4,3
2026-07-02 00:00:00+00:00,10,9,9,9
