time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-25 00:00:00+00:00,1880,946,109,10
2023-09-26 00:00:00+00:00,2034,960,105,9
2023-09-27 00:00:00+00:00,1041,672,77,5
2023-09-28 00:00:00+00:00,75,74,73,6
2023-09-29 00:00:00+00:00,20,18,28,3
2023-09-30 00:00:00+00:00,13,11,47,5
2023-10-01 00:00:00+00:00,10,9,5,3
2023-10-02 00:00:00+00:00,224,221,22,2
2023-10-03 00:00:00+00:00,1275,558,120,8
2023-10-04 00:00:00+00:00,1523,933,20,9
2023-10-05 00:00:00+00:00,772,426,214,12
2023-10-06 00:00:00+00:00,593,400,93,8
2023-10-07 00:00:00+00:00,112,111,10,3
2023-10-08 00:00:00+00:00,964,567,90,10
