time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-19 00:00:00+00:00,2692,1258,45,6
2025-06-20 00:00:00+00:00,2886,1695,12,9
2025-06-21 00:00:00+00:00,153,132,11,4
2025-06-22 00:00:00+00:00,10,10,19,2
2025-06-23 00:00:00+00:00,14,12,31,6
2025-06-24 00:00:00+00:00,535,460,27,6
2025-06-25 00:00:00+00:00,1775,907,48,8
2025-06-26 00:00:00+00:00,669,597,5,3
2025-06-27 00:00:00+00:00,1000,938,6,2
2025-06-28 00:00:00+00:00,397,188,11,2
2025-06-29 00:00:00+00:00,73,72,2,1
2025-06-30 00:00:00+00:00,483,273,14,4
2025-07-01 00:00:00+00:00,77,76,7,3
2025-07-02 00:00:00+00:00,12,10,8,2
