time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-12 00:00:00+00:00,401,199,9.0,5.0
2025-07-13 00:00:00+00:00,13,13,4.0,3.0
2025-07-14 00:00:00+00:00,1184,742,10.0,7.0
2025-07-15 00:00:00+00:00,510,294,29.0,4.0
2025-07-16 00:00:00+00:00,271,260,7.0,5.0
2025-07-17 00:00:00+00:00,77,76,16.0,3.0
2025-07-18 00:00:00+00:00,10,8,14.0,4.0
2025-07-19 00:00:00+00:00,7,7,10.0,1.0
2025-07-20 00:00:00+00:00,71,71,2.0,2.0
2025-07-21 00:00:00+00:00,16,13,,
2025-07-22 00:00:00+00:00,3104,1623,85.0,6.0
2025-07-23 00:00:00+00:00,470,257,2.0,1.0
2025-07-24 00:00:00+00:00,144,142,2.0,2.0
2025-07-25 00:00:00+00:00,401,389,10.0,4.0
