time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-10 00:00:00+00:00,495,278,54.0,9.0
2023-12-11 00:00:00+00:00,431,386,80.0,7.0
2023-12-12 00:00:00+00:00,224,212,34.0,4.0
2023-12-13 00:00:00+00:00,7,7,25.0,5.0
2023-12-14 00:00:00+00:00,12,12,4.0,4.0
2023-12-15 00:00:00+00:00,9,9,151.0,9.0
2023-12-16 00:00:00+00:00,701,322,24.0,4.0
2023-12-17 00:00:00+00:00,765,381,46.0,6.0
2023-12-18 00:00:00+00:00,15,15,74.0,9.0
2023-12-19 00:00:00+00:00,12,11,26.0,4.0
2023-12-20 00:00:00+00:00,348,167,7.0,3.0
2023-12-21 00:00:00+00:00,13,11,,
2023-12-22 00:00:00+00:00,644,426,56.0,14.0
2023-12-23 00:00:00+00:00,186,15,29.0,4.0
