url_path,views_total,views_unique
/saltyorg/Sandbox,52,27
/saltyorg/Sandbox/tree/master/roles,29,15
/saltyorg/Sandbox/issues,9,5
/saltyorg/Sandbox/blob/master/roles/nextcloud/defaults/main.yml,8,3
/saltyorg/Sandbox/blob/master/roles/qui/defaults/main.yml,8,1
/saltyorg/Sandbox/blob/42d776b21a5a7d5e87863804932cef1fce4cb9dc/README.md,7,7
/saltyorg/Sandbox/tree/master/roles/nextcloud,7,3
/saltyorg/Sandbox/tree/master/roles/nextcloud/defaults,7,3
/saltyorg/Sandbox/commits/role-refactor,7,1
/saltyorg/Sandbox/pull/508,6,3
