time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-12 00:00:00+00:00,354,319,8,3
2025-10-13 00:00:00+00:00,1443,951,5,5
2025-10-14 00:00:00+00:00,668,457,19,4
2025-10-15 00:00:00+00:00,444,421,3,3
2025-10-16 00:00:00+00:00,285,274,26,4
2025-10-17 00:00:00+00:00,33,24,7,6
2025-10-18 00:00:00+00:00,13,11,16,5
2025-10-19 00:00:00+00:00,1232,795,21,9
2025-10-20 00:00:00+00:00,2478,1141,78,9
2025-10-21 00:00:00+00:00,18,12,8,4
2025-10-22 00:00:00+00:00,556,522,19,7
2025-10-23 00:00:00+00:00,1490,996,34,7
2025-10-24 00:00:00+00:00,4365,2006,93,7
2025-10-25 00:00:00+00:00,867,620,39,5
