time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-01 00:00:00+00:00,5986,2222,129,9
2025-09-02 00:00:00+00:00,2493,1162,95,6
2025-09-03 00:00:00+00:00,702,477,27,3
2025-09-04 00:00:00+00:00,2485,1282,36,6
2025-09-05 00:00:00+00:00,10,10,38,3
2025-09-06 00:00:00+00:00,527,485,21,3
2025-09-07 00:00:00+00:00,140,134,6,1
2025-09-08 00:00:00+00:00,1477,1065,39,5
2025-09-09 00:00:00+00:00,3029,1575,11,3
2025-09-10 00:00:00+00:00,216,210,9,4
2025-09-11 00:00:00+00:00,12,10,7,3
2025-09-12 00:00:00+00:00,6,6,6,2
2025-09-13 00:00:00+00:00,1159,541,26,5
2025-09-14 00:00:00+00:00,405,394,32,3
