time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-30 00:00:00+00:00,96,95,47,3
2022-10-01 00:00:00+00:00,268,251,74,7
2022-10-02 00:00:00+00:00,700,386,63,4
2022-10-03 00:00:00+00:00,445,315,31,5
2022-10-04 00:00:00+00:00,1743,941,58,6
2022-10-05 00:00:00+00:00,3572,1459,195,6
2022-10-06 00:00:00+00:00,270,135,63,8
2022-10-07 00:00:00+00:00,166,160,29,3
2022-10-08 00:00:00+00:00,116,110,3,1
2022-10-09 00:00:00+00:00,2,2,6,2
2022-10-10 00:00:00+00:00,1543,677,44,5
2022-10-11 00:00:00+00:00,5,5,24,4
2022-10-12 00:00:00+00:00,1783,922,56,6
2022-10-13 00:00:00+00:00,1651,727,89,15
