url_path,views_total,views_unique
/saltyorg/Sandbox/tree/master/roles,47,11
/saltyorg/Sandbox,32,15
/saltyorg/Sandbox/commits/master,16,1
/saltyorg/Sandbox/issues,11,6
/saltyorg/Sandbox/tree/master/roles/factorio,10,1
/saltyorg/Sandbox/blob/master/sandbox.yml,6,2
/saltyorg/Sandbox/blob/master/roles/factorio/tasks/main.yml,6,1
/saltyorg/Sandbox/tree/master/roles/factorio/tasks,6,1
/saltyorg/Sandbox/actions,5,1
/saltyorg/Sandbox/tree/master/roles/minecraft,5,1
