url_path,views_total,views_unique
/saltyorg/Sandbox/tree/master/roles,65,19
/saltyorg/Sandbox,38,20
/saltyorg/Sandbox/commits/master,14,2
/saltyorg/Sandbox/tree/master/roles/immich,12,2
/saltyorg/Sandbox/tree/master/roles/immich/defaults,10,2
/saltyorg/Sandbox/blob/master/roles/immich/defaults/main.yml,8,2
/saltyorg/Sandbox/tree/master/roles/kavita/defaults,8,2
/saltyorg/Sandbox/blob/master/roles/transmission/defaults/main.yml,8,1
/saltyorg/Sandbox/tree/master/roles/immich/tasks,6,2
/saltyorg/Sandbox/blob/master/roles/a_train/defaults/main.yml,6,1
